Departamento,Producto,Año,Area (ha),Produccion (ton),Rendimiento (ha/ton)
VAUPES,PLATANO,2010,9.0,54.0,6.0
VAUPES,PLATANO,2011,17.0,102.0,6.0
VAUPES,PLATANO,2020,378.0,1425.6,3.77
VAUPES,PLATANO,2023,340.85,1206.38,3.54
VAUPES,YUCA,2012,388.0,6241.45,16.09
VAUPES,YUCA,2013,839.0,8557.16,10.2
VAUPES,YUCA,2022,1808.0,9606.8,5.31
VAUPES,AJI,2018,18.0,18.0,1.0
VAUPES,AJI,2022,50.75,198.25,3.91
VAUPES,ASAI,2023,0.0,0.0,0.0
VAUPES,BANANO,2022,8.4,100.8,12.0
VAUPES,CACAO,2017,10.0,3.5,0.35
VAUPES,CAÑA PANELERA,2008,1.0,4.0,4.0
VAUPES,CAÑA PANELERA,2014,13.0,65.0,5.0
VAUPES,CAÑA PANELERA,2015,20.0,100.0,5.0
VAUPES,CEBOLLA DE RAMA,2009,3.0,1.0,0.33
VAUPES,CHONTADURO,2008,355.0,1062.0,2.99
VAUPES,LIMON,2023,2.95,5.9,2.0
VAUPES,MAIZ BLANCO TECNIFICADO,2023,103.0,148.39,1.44
VAUPES,MAIZ TRADICIONAL,2006,0.0,0.0,0.0
VAUPES,MAIZ TRADICIONAL,2007,509.5,477.28,0.94
VAUPES,MAIZ TRADICIONAL,2009,161.7,174.97,1.08
VAUPES,MAIZ TRADICIONAL,2017,220.2,531.38,2.41
VAUPES,ÑAME,2012,10.0,80.0,8.0
VAUPES,ÑAME,2013,18.0,72.0,4.0
VAUPES,ÑAME,2018,7.0,17.5,2.5
VAUPES,ÑAME,2019,6.0,14.0,2.33
VAUPES,NARANJA,2009,0.0,0.0,0.0
VAUPES,PIÑA,2012,193.0,2815.0,14.59
VAUPES,PIÑA,2013,9.0,90.0,10.0
VAUPES,PIÑA,2018,58.2,525.86,9.04
VAUPES,PIÑA,2022,56.4,1288.96,22.85
VAUPES,PLATANO,2007,113.0,676.0,5.98
VAUPES,PLATANO,2009,4.0,25.0,6.25
VAUPES,PLATANO,2016,51.5,339.5,6.59
VAUPES,PLATANO,2017,196.0,1054.0,5.38
VAUPES,UMARI,2017,0.02,0.09,6.0
VAUPES,UVA CAIMARONA,2010,2.0,6.0,3.0
VAUPES,UVA CAIMARONA,2011,2.0,6.0,3.0
VAUPES,UVA CAIMARONA,2023,17.5,14.0,0.8
VAUPES,YUCA,2018,1792.8,10516.52,5.87
VAUPES,YUCA,2019,1430.0,9080.0,6.35
VAUPES,ZAPOTE,2012,1.0,1.0,1.0
VAUPES,ARAZA,2022,4.2,72.24,17.2
VAUPES,ARROZ SECANO MANUAL,2021,8.6,23.8,2.77
VAUPES,BANANO,2023,11.55,138.6,12.0
VAUPES,CACAO,2018,30.0,10.5,0.35
VAUPES,CACAO,2019,35.0,15.65,0.45
VAUPES,CAÑA PANELERA,2021,112.0,1198.4,10.7
VAUPES,COPOAZU,2014,2.0,2.0,1.0
VAUPES,COPOAZU,2015,1.0,1.0,1.0
VAUPES,COPOAZU,2021,9.34,14.38,1.54
VAUPES,FRUTALES VARIOS,2022,4.2,40.32,9.6
VAUPES,GUAMA,2012,4.0,16.0,4.0
VAUPES,HABICHUELA,2016,0.1,0.3,3.0
VAUPES,LIMON MANDARINO,2018,2.0,2.0,1.0
VAUPES,MAIZ BLANCO TECNIFICADO,2021,71.4,89.48,1.25
VAUPES,MAIZ TRADICIONAL,2013,197.6,168.17,0.85
VAUPES,MAIZ TRADICIONAL,2018,203.79,495.15,2.43
VAUPES,MAIZ TRADICIONAL,2019,151.0,471.0,3.12
VAUPES,ÑAME,2014,22.0,88.0,4.0
VAUPES,ÑAME,2015,19.0,79.8,4.2
VAUPES,ÑAME,2021,57.0,381.18,6.6899999999999995
VAUPES,PLATANO,2012,66.0,353.0,5.35
VAUPES,PLATANO,2013,51.0,315.0,6.18
VAUPES,PLATANO,2018,236.0,1187.0,5.03
VAUPES,PLATANO,2019,129.0,645.0,5.0
VAUPES,UMARI,2018,0.02,0.09,6.0
VAUPES,UVA CAIMARONA,2009,6.0,11.0,1.83
VAUPES,YUCA,2008,288.0,3649.0,12.67
VAUPES,YUCA,2014,832.0,9914.82,11.92
VAUPES,YUCA,2015,773.0,9794.87,12.67
VAUPES,AJI,2008,5.0,19.0,3.8
VAUPES,AJI,2015,16.0,19.2,1.2
VAUPES,ARROZ SECANO MANUAL,2006,0.0,0.0,0.0
VAUPES,ARROZ SECANO MANUAL,2009,48.0,72.0,1.5
VAUPES,ASAI,2021,11.66,27.75,2.38
VAUPES,CAÑA MIEL,2018,19.55,46.92,2.4
VAUPES,CAÑA PANELERA,2007,2.0,9.0,4.5
VAUPES,CEBOLLA DE RAMA,2008,2.0,1.0,0.5
VAUPES,CEBOLLA DE RAMA,2016,0.03,0.3,10.0
VAUPES,CHONTADURO,2018,7.0,24.5,3.5
VAUPES,CHONTADURO,2019,23.0,230.0,10.0
VAUPES,CIMARRON,2016,0.02,0.1,5.0
VAUPES,ÑAME,2008,2.0,4.0,2.0
VAUPES,ÑAME ESPINO,2018,2.0,38.6,19.3
VAUPES,PIÑA,2008,47.0,349.0,7.43
VAUPES,PIÑA,2015,15.0,49.8,3.32
VAUPES,UVA CAIMARONA,2021,1.6,0.8,0.5
VAUPES,YUCA INDUSTRIAL,2016,101.0,3030.0,30.0
VAUPES,AJI,2014,13.0,13.0,1.0
VAUPES,AJI,2021,76.8,325.4,4.24
VAUPES,ASAI,2022,0.0,0.0,0.0
VAUPES,BANANO,2021,0.0,0.0,0.0
VAUPES,CAÑA PANELERA,2016,27.0,124.5,4.61
VAUPES,CAÑA PANELERA,2017,59.0,256.0,4.34
VAUPES,CAÑA PANELERA,2020,60.0,2400.0,40.0
VAUPES,CAÑA PANELERA,2023,71.0,702.5,9.89
VAUPES,CHONTADURO,2007,347.0,1070.0,3.08
VAUPES,CHONTADURO,2009,343.0,1056.0,3.08
VAUPES,CHONTADURO,2017,5.0,15.0,3.0
VAUPES,COPOAZU,2022,0.0,0.0,0.0
VAUPES,FRUTALES VARIOS,2008,2.0,4.0,2.0
VAUPES,LIMON,2022,2.95,3.25,1.1
VAUPES,MAIZ BLANCO TECNIFICADO,2022,61.0,118.85,1.95
VAUPES,ÑAME,2007,2.0,11.0,5.5
VAUPES,ÑAME,2016,19.0,79.8,4.2
VAUPES,ÑAME,2017,5.0,12.5,2.5
VAUPES,ÑAME ESPINO,2017,0.1,1.9300000000000002,19.3
VAUPES,PIÑA,2014,11.0,30.0,2.73
VAUPES,PIÑA,2021,86.0,2426.0,28.21
VAUPES,PLATANO,2008,100.0,602.0,6.02
VAUPES,YUCA,2007,281.0,2748.0,9.78
VAUPES,YUCA,2009,277.0,3496.0,12.62
VAUPES,YUCA,2017,1597.0,9808.3,6.14
VAUPES,AJI,2006,0.0,0.0,0.0
VAUPES,AJI,2009,6.0,24.0,4.0
VAUPES,ARAZA,2023,4.2,72.24,17.2
VAUPES,ARROZ SECANO MANUAL,2008,31.0,23.0,0.74
VAUPES,ARROZ SECANO MANUAL,2014,11.0,16.5,1.5
VAUPES,ARROZ SECANO MANUAL,2015,11.0,16.5,1.5
VAUPES,CACAO,2022,141.2,39.57,0.28
VAUPES,CAÑA MIEL,2007,3.0,7.0,2.33
VAUPES,CAÑA MIEL,2010,5.0,25.0,5.0
VAUPES,CAÑA MIEL,2016,22.0,52.8,2.4
VAUPES,CAÑA MIEL,2017,15.3,36.72,2.4
VAUPES,CHONTADURO,2010,2.0,6.0,3.0
VAUPES,CHONTADURO,2016,168.0,121.18,0.72
VAUPES,CHONTADURO,2020,27.0,242.0,8.96
VAUPES,CHONTADURO,2023,31.1,65.2,2.1
VAUPES,COPOAZU,2012,14.0,34.0,2.43
VAUPES,COPOAZU,2013,0.25,0.38,1.5
VAUPES,COPOAZU,2018,2.0,30.0,15.0
VAUPES,CULTIVOS TROPICALES TRADICIONALES,2022,4.2,8.4,2.0
VAUPES,FRUTALES VARIOS,2021,7.0,67.2,9.6
VAUPES,LIMON MANDARINO,2016,1.0,1.0,1.0
VAUPES,LIMON MANDARINO,2017,1.0,1.0,1.0
VAUPES,MAIZ TRADICIONAL,2012,53.0,93.5,1.76
VAUPES,MAIZ TRADICIONAL,2022,85.0,222.5,2.62
VAUPES,PIÑA,2009,5.0,60.0,12.0
VAUPES,PLATANO,2022,323.8,936.0,2.89
VAUPES,TOMATE,2016,1.0,5.0,5.0
VAUPES,UVA CAIMARONA,2008,8.0,9.0,1.13
VAUPES,YUCA,2021,3438.0,18483.6,5.38
VAUPES,AJI,2007,5.0,19.0,3.8
VAUPES,AJI,2010,5.0,16.0,3.2
VAUPES,AJI,2011,3.0,17.0,5.67
VAUPES,AJI,2016,8.0,12.0,1.5
VAUPES,AJI,2017,14.0,14.0,1.0
VAUPES,AJI DULCE,2016,2.0,2.0,1.0
VAUPES,ARROZ SECANO MANUAL,2018,10.15,10.21,1.01
VAUPES,ARROZ SECANO MANUAL,2019,8.0,20.0,2.5
VAUPES,CACAO,2021,243.0,141.58,0.58
VAUPES,CAÑA MIEL,2009,2.0,6.0,3.0
VAUPES,CAÑA PANELERA,2018,69.0,345.0,5.0
VAUPES,CAÑA PANELERA,2019,65.0,2600.0,40.0
VAUPES,CHONTADURO,2014,27.0,19.96,0.74
VAUPES,CHONTADURO,2015,154.0,88.98,0.58
VAUPES,CILANTRO,2016,0.01,0.05,5.0
VAUPES,COCONA,2014,12.0,12.0,1.0
VAUPES,CULTIVOS TROPICALES TRADICIONALES,2023,4.2,8.4,2.0
VAUPES,MAIZ TRADICIONAL,2021,86.8,262.0,3.02
VAUPES,PIÑA,2007,143.0,1001.0,7.0
VAUPES,PIÑA,2010,7.0,63.0,9.0
VAUPES,PIÑA,2011,12.0,120.0,10.0
VAUPES,PIÑA,2016,22.5,188.0,8.36
VAUPES,PIÑA,2017,53.1,425.93,8.02
VAUPES,UVA CAIMARONA,2022,17.5,8.75,0.5
VAUPES,AJI,2020,27.0,145.0,5.37
VAUPES,AJI,2023,76.77,349.25,4.55
VAUPES,ARAZA,2021,11.66,200.55,17.2
VAUPES,ARROZ SECANO MANUAL,2022,12.0,32.84,2.74
VAUPES,CAÑA PANELERA,2022,70.2,741.98,10.57
VAUPES,CHONTADURO,2021,10.0,22.02,2.2
VAUPES,COCONA,2015,12.0,14.4,1.2
VAUPES,COPOAZU,2023,0.0,0.0,0.0
VAUPES,FRUTALES VARIOS,2007,5.0,8.0,1.6
VAUPES,LIMON,2021,1.9,2.0,1.05
VAUPES,LIMON MANDARINO,2014,1.0,1.0,1.0
VAUPES,MAIZ TRADICIONAL,2008,323.3,297.0,0.92
VAUPES,MAIZ TRADICIONAL,2014,195.0,185.65,0.95
VAUPES,MAIZ TRADICIONAL,2015,317.0,365.63,1.15
VAUPES,MANDARINA,2012,5.0,20.0,4.0
VAUPES,ÑAME,2020,24.0,144.0,6.0
VAUPES,ÑAME,2023,32.51,239.19,7.36
VAUPES,PEPINO COHOMBRO,2016,0.03,0.09,3.0
VAUPES,PIÑA,2020,91.0,1789.0,19.66
VAUPES,PIÑA,2023,58.55,1182.45,20.2
VAUPES,PLATANO,2014,44.0,280.7,6.38
VAUPES,PLATANO,2015,66.0,389.0,5.89
VAUPES,PLATANO,2021,494.0,1028.32,2.08
VAUPES,UVA CAIMARONA,2012,7.0,28.0,4.0
VAUPES,UVA CAIMARONA,2013,0.25,0.25,1.0
VAUPES,YUCA,2010,231.0,3292.0,14.25
VAUPES,YUCA,2011,373.0,5740.0,15.39
VAUPES,YUCA,2016,1511.0,11145.0,7.38
VAUPES,YUCA,2020,1638.0,10280.0,6.28
VAUPES,YUCA,2023,2047.0,12905.2,6.3
